playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Ryan Theriot,CHC,602,.284,.343,.369,.712
Derrek Lee,CHC,532,.306,.393,.579,.972
Kosuke Fukudome,CHC,499,.259,.375,.421,.796
Alfonso Soriano,CHC,477,.241,.303,.423,.726
Milton Bradley,CHC,393,.257,.378,.397,.775
Mike Fontenot,CHC,377,.236,.301,.377,.678
Geovany Soto,CHC,331,.218,.321,.381,.702
Aramis Ramirez,CHC,306,.317,.389,.516,.905
Koyie Hill,CHC,253,.237,.312,.324,.636
Micah Hoffpauir,CHC,234,.239,.300,.427,.727
Jeff Baker,CHC,226,.288,.343,.425,.768
