playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Rafael Furcal,LAD,654,.300,.369,.445,.814
J.D. Drew,LAD,494,.283,.393,.498,.891
Kenny Lofton,LAD,469,.301,.360,.403,.763
Nomar Garciaparra,LAD,469,.303,.367,.505,.872
Julio Lugo,LAD,435,.278,.341,.421,.762
Russell Martin,LAD,415,.282,.355,.436,.791
Jeff Kent,LAD,407,.292,.385,.477,.862
Andre Ethier,LAD,396,.308,.365,.477,.842
Wilson Betemit,LAD,373,.263,.326,.469,.795
Marlon Anderson,LAD,279,.297,.354,.513,.867
Toby Hall,LAD,278,.259,.286,.406,.692
