playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Corey Seager,LAD,539,.295,.375,.479,.854
Chris Taylor,LAD,514,.288,.354,.496,.850
Yasiel Puig,LAD,499,.263,.346,.487,.833
Cody Bellinger,LAD,480,.267,.352,.581,.933
Justin Turner,LAD,457,.322,.415,.530,.945
Curtis Granderson,LAD,449,.212,.323,.452,.775
Yasmani Grandal,LAD,438,.247,.308,.459,.767
Logan Forsythe,LAD,361,.224,.351,.327,.678
Chase Utley,LAD,309,.236,.324,.405,.729
Enrique Hernández,LAD,297,.215,.308,.421,.729
Joc Pederson,LAD,273,.212,.331,.407,.738
