playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Nico Hoerner,CHC,619,.283,.346,.383,.729
Ian Happ,CHC,580,.248,.360,.431,.791
Dansby Swanson,CHC,565,.244,.328,.416,.744
Seiya Suzuki,CHC,515,.285,.357,.485,.842
Jeimer Candelario,CHC,505,.251,.336,.471,.807
Cody Bellinger,CHC,499,.307,.356,.525,.881
Christopher Morel,CHC,388,.247,.313,.508,.821
Yan Gomes,CHC,382,.267,.315,.408,.723
Mike Tauchman,CHC,337,.252,.363,.377,.740
Nick Madrigal,CHC,270,.263,.311,.352,.663
Patrick Wisdom,CHC,268,.205,.289,.500,.789
