playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Paul Konerko,CWS,566,.313,.381,.551,.932
Tadahito Iguchi,CWS,555,.281,.352,.422,.774
Joe Crede,CWS,544,.283,.323,.506,.829
Jermaine Dye,CWS,539,.315,.385,.622,1.007
Scott Podsednik,CWS,524,.261,.330,.353,.683
A.J. Pierzynski,CWS,509,.295,.333,.436,.769
Jim Thome,CWS,490,.288,.416,.598,1.014
Juan Uribe,CWS,463,.235,.257,.441,.698
Brian Anderson,CWS,365,.225,.290,.359,.649
Alex Cintron,CWS,288,.285,.310,.392,.702
Rob Mackowiak,CWS,255,.290,.365,.404,.769
