playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Paul Konerko,CWS,549,.259,.351,.490,.841
Juan Uribe,CWS,513,.234,.284,.394,.678
Jermaine Dye,CWS,508,.254,.317,.486,.803
A.J. Pierzynski,CWS,472,.263,.309,.403,.712
Jim Thome,CWS,432,.275,.410,.563,.973
Josh Fields,CWS,373,.244,.308,.480,.788
Jerry Owens,CWS,356,.267,.324,.312,.636
Darin Erstad,CWS,310,.248,.310,.335,.645
Scott Podsednik,CWS,214,.243,.299,.369,.668
Andy González,CWS,189,.185,.280,.249,.529
Danny Richar,CWS,187,.230,.289,.406,.695
