playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Aramis Ramirez,CHC,607,.272,.324,.465,.789
Moises Alou,CHC,565,.280,.357,.462,.819
Kenny Lofton,CHC,547,.296,.352,.450,.802
Alex Gonzalez,CHC,536,.228,.295,.409,.704
Sammy Sosa,CHC,517,.279,.358,.553,.911
Mark Grudzielanek,CHC,481,.314,.366,.416,.782
Randall Simon,CHC,410,.276,.309,.434,.743
Damian Miller,CHC,352,.233,.310,.369,.679
Tony Womack,CHC,349,.226,.251,.307,.558
Eric Karros,CHC,336,.286,.340,.446,.786
Corey Patterson,CHC,329,.298,.329,.511,.840
