playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Starlin Castro,CHC,666,.245,.284,.347,.631
Anthony Rizzo,CHC,606,.233,.323,.419,.742
Darwin Barney,CHC,501,.208,.266,.303,.569
Nate Schierholtz,CHC,462,.251,.301,.470,.771
Welington Castillo,CHC,380,.274,.349,.397,.746
Luis Valbuena,CHC,331,.218,.331,.378,.709
Dioner Navarro,CHC,240,.300,.365,.492,.857
Junior Lake,CHC,236,.284,.332,.428,.760
Ryan Sweeney,CHC,192,.266,.324,.448,.772
Cody Ransom,CHC,169,.189,.286,.420,.706
Donnie Murphy,CHC,149,.255,.319,.530,.849
