playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Mookie Betts,LAD,219,.292,.366,.562,.928
Cody Bellinger,LAD,213,.239,.333,.455,.788
Corey Seager,LAD,212,.307,.358,.585,.943
Max Muncy,LAD,203,.192,.331,.389,.720
AJ Pollock,LAD,196,.276,.314,.566,.880
Chris Taylor,LAD,185,.270,.366,.476,.842
Justin Turner,LAD,150,.307,.400,.460,.860
Enrique Hernández,LAD,139,.230,.270,.410,.680
Joc Pederson,LAD,121,.190,.285,.397,.682
Will Smith,LAD,114,.289,.401,.579,.980
Austin Barnes,LAD,86,.244,.353,.314,.667
