playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Shohei Ohtani,LAD,611,.282,.392,.622,1.014
Mookie Betts,LAD,589,.258,.326,.406,.732
Andy Pages,LAD,581,.272,.313,.461,.774
Freddie Freeman,LAD,556,.295,.367,.502,.869
Teoscar Hernández,LAD,511,.247,.284,.454,.738
Michael Conforto,LAD,418,.199,.305,.333,.638
Will Smith,LAD,362,.296,.404,.497,.901
Tommy Edman,LAD,346,.225,.274,.382,.656
Max Muncy,LAD,313,.243,.376,.470,.846
Miguel Rojas,LAD,290,.262,.318,.397,.715
Alex Call,LAD,270,.267,.361,.385,.746
