playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Eric Young Sr.,CHC,603,.279,.333,.393,.726
Sammy Sosa,CHC,577,.328,.437,.737,1.174
Ricky Gutierrez,CHC,528,.290,.345,.402,.747
Fred McGriff,CHC,513,.306,.386,.544,.930
Michael Tucker,CHC,436,.252,.322,.415,.737
Delino DeShields,CHC,351,.234,.344,.353,.697
Ron Coomer,CHC,349,.261,.316,.390,.706
Matt Stairs,CHC,340,.250,.358,.462,.820
Rondell White,CHC,323,.307,.371,.529,.900
Todd Hundley,CHC,246,.187,.268,.374,.642
Joe Girardi,CHC,229,.253,.315,.345,.660
