playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Nico Hoerner,CHC,582,.273,.335,.373,.708
Ian Happ,CHC,569,.243,.341,.441,.782
Isaac Paredes,CHC,542,.238,.346,.393,.739
Dansby Swanson,CHC,534,.242,.312,.390,.702
Cody Bellinger,CHC,516,.266,.325,.426,.751
Seiya Suzuki,CHC,512,.283,.366,.482,.848
Michael Busch,CHC,496,.248,.335,.440,.775
Pete Crow-Armstrong,CHC,372,.237,.286,.384,.670
Miguel Amaya,CHC,328,.232,.288,.357,.645
Mike Tauchman,CHC,298,.248,.357,.366,.723
Patrick Wisdom,CHC,158,.171,.237,.392,.629
