playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Javier Báez,CHC,606,.290,.326,.554,.880
Anthony Rizzo,CHC,566,.283,.376,.470,.846
Willson Contreras,CHC,474,.249,.339,.390,.729
Ben Zobrist,CHC,455,.305,.378,.440,.818
Albert Almora Jr.,CHC,444,.286,.323,.378,.701
Jason Heyward,CHC,440,.270,.335,.395,.730
Kyle Schwarber,CHC,428,.238,.356,.467,.823
Addison Russell,CHC,420,.250,.317,.340,.657
Kris Bryant,CHC,389,.272,.374,.460,.834
Ian Happ,CHC,387,.233,.353,.408,.761
Daniel Murphy,CHC,328,.299,.336,.454,.790
