playerFullName,teamAbbrev,atBats,AVG,OBP,SLG,OPS
Ray Durham,CWS,614,.280,.361,.450,.811
Magglio Ordonez,CWS,588,.315,.371,.546,.917
Frank Thomas,CWS,582,.328,.436,.625,1.061
Carlos Lee,CWS,572,.301,.345,.484,.829
Jose Valentin,CWS,568,.273,.343,.491,.834
Paul Konerko,CWS,524,.298,.363,.481,.844
Chris Singleton,CWS,511,.254,.301,.382,.683
Charles Johnson,CWS,421,.304,.379,.582,.961
Herbert Perry Jr.,CWS,411,.302,.350,.467,.817
Harold Baines,CWS,283,.254,.338,.417,.755
Jeff Abbott,CWS,215,.274,.343,.395,.738
